user_id,Username,anime_id,Anime Title,rating
48248,martin001,1575.0,Code Geass: Hangyaku no Lelouch,7.0
515221,papierA5,5114.0,Fullmetal Alchemist: Brotherhood,10.0
512221,ToxicFreax,1235.0,Ichitaka no Mousou Nikki,7.0
388627,OverGod,6372.0,Higashi no Eden Movie I: The King of Eden,9.0
9812,Mingfang47,9970.0,Floating Material,8.0
394306,Bronzesky,21327.0,Isshuukan Friends.,7.0
53673,masvill20,18507.0,Free!,7.0
77293,kowz,780.0,Detective Conan Movie 02: The Fourteenth Target,5.0
494617,UnityDelta,203.0,Words Worth,9.0
424739,shabbyshabss,28999.0,Charlotte,8.0
15623,KatsuraRen,6586.0,Yume-iro Pâtissière,8.0
65758,qtchicky12345678,407.0,Tantei Gakuen Q,6.0
313594,parabola,1482.0,D.Gray-man,8.0
339085,Fofonca,451.0,InuYasha Movie 3: Tenka Hadou no Ken,6.0
1070357,unniee-chan,9989.0,Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai.,10.0
34136,PeachPieWaffle,1571.0,Ghost Hunt,7.0
45261,berylvenus,4472.0,Lucky☆Star: Original na Visual to Animation,8.0
345750,Koshon,8426.0,Hourou Musuko,8.0
81310,Baka3D,3712.0,Zero no Tsukaima: Princesses no Rondo,9.0
337149,fockmen,1015.0,Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,7.0
486561,rudot,16904.0,K: Missing Kings,9.0
48318,Denjin,276.0,Mahoromatic: Automatic Maiden,6.0
549753,Jimmydjamal,278.0,Viewtiful Joe,9.0
386557,the_emu,789.0,Shinigami no Ballad.,4.0
25846,Chaska,1889.0,Higurashi no Naku Koro ni Kai,9.0
392882,milosci,997.0,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,9.0
3579,Daigelmir,3614.0,Yakushiji Ryouko no Kaiki Jikenbo,7.0
403968,Ryoma29,3210.0,Ikoku Irokoi Romantan,8.0
1103003,deviruchi787,40074.0,Gibiate,6.0
459610,RanmaChanFC,7017.0,K-On!: Ura-On!,5.0
28447,shadowxkiwi,76.0,Mahou Shoujo Lyrical Nanoha,7.0
502738,Ghost007,14227.0,Tonari no Kaibutsu-kun,4.0
480588,graxie,31636.0,Dagashi Kashi,9.0
491863,deer,7711.0,Karigurashi no Arrietty,10.0
493690,PrincessKenny,3901.0,Baccano! Specials,10.0
597815,haebwg,21939.0,Mushishi Zoku Shou,10.0
526375,ZdeafZ,6547.0,Angel Beats!,8.0
725647,skarmflames,5681.0,Summer Wars,7.0
452101,Empty_DT,11633.0,Blood Lad,9.0
496515,TopBunk,34525.0,Centaur no Nayami,6.0
359925,Skyliner,997.0,Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,6.0
60837,VEGA69,457.0,Mushishi,10.0
505370,-aoshi-,1493.0,Project ARMS: The 2nd Chapter,7.0
28975,varkov,226.0,Elfen Lied,8.0
429656,mister_deaf,8713.0,Akai Ito,7.0
6897,Baskerville,4130.0,Petit Eva: Evangelion@School,5.0
1109165,Sereth,1575.0,Code Geass: Hangyaku no Lelouch,10.0
65846,nabe-shogun,2025.0,Darker than Black: Kuro no Keiyakusha,9.0
397165,alpha-zero,14813.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,5.0
498020,scafl,174.0,Tenjou Tenge,3.0
1123279,n_dabz,13411.0,Guilty Crown: Lost Christmas - An Episode of Port Town,7.0
332544,lpvvnnoobs,10012.0,Carnival Phantasm,8.0
290288,ikuto-sama,227.0,FLCL,7.0
511522,yuichaan,7769.0,Ookami-san to Shichinin no Nakama-tachi,7.0
1114559,chyudike,759.0,Tokyo Godfathers,9.0
344242,nell-dono,6702.0,Fairy Tail,7.0
1056633,Ungrateful,14741.0,Chuunibyou demo Koi ga Shitai!,8.0
72474,Svalorzen,382.0,Futari Ecchi,7.0
508722,Corr,5079.0,Kurokami The Animation,7.0
4261,sammo,241.0,Girls Bravo: First Season,5.0
566647,ZeFiRoT,15437.0,"Kore wa Zombie desu ka? of the Dead: Hai, Minotake ni Attemasu",10.0
477302,Rexauron,5277.0,Sekirei: Pure Engagement,8.0
1088095,sigendon,9181.0,Motto To LOVE-Ru,7.0
957427,NiaNomster,2148.0,Okane ga Nai,7.0
742679,Laze,20651.0,Natsume Yuujinchou: Itsuka Yuki no Hi ni,9.0
6729,mxc,1723.0,Clannad Movie,4.0
103090,SilentFate,2993.0,Rosario to Vampire,9.0
493927,ExiledDiclonius,4181.0,Clannad: After Story,10.0
101467,Noa-World,291.0,D.C.S.S: Da Capo Second Season,7.0
1100045,icewater007,6586.0,Yume-iro Pâtissière,8.0
399332,Sfenks0,44087.0,Gintama: The Semi-Final,10.0
91255,Suzuyo,322.0,Paradise Kiss,9.0
313540,Jesikira,507.0,Gravitation: Lyrics of Love,7.0
302337,Dexren,34599.0,Made in Abyss,8.0
119835,kwiatk,48997.0,Fantasy Bishoujo Juniku Ojisan to,8.0
56131,X-Ero,570.0,Jin-Rou,6.0
90564,Rayy,6956.0,Working!!,2.0
427521,Umbrya,452.0,InuYasha Movie 1: Toki wo Koeru Omoi,5.0
326513,Saamber,28249.0,Arslan Senki (TV),8.0
1080161,nerodero,11617.0,High School DxD,6.0
24047,fyekawaii,1965.0,Sola,6.0
465924,-arisu-,5205.0,Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),8.0
356340,Gev,658.0,Touhai Densetsu Akagi: Yami ni Maiorita Tensai,9.0
399633,Elfs,31338.0,Hundred,6.0
1088097,thanos_ronin,12113.0,Berserk: Ougon Jidai-hen II - Doldrey Kouryaku,9.0
89400,Device,593.0,Mugen no Ryvius,10.0
1062513,lukasz18dg,12189.0,Hyouka,7.0
51662,MomoDestro,41783.0,Iwa Kakeru! Sport Climbing Girls,8.0
85052,ursuletz18,724.0,Enzai,9.0
542957,Pieke,10863.0,Steins;Gate: Oukoubakko no Poriomania,8.0
330332,sneez,74.0,Gakuen Alice,9.0
104418,ZeTzUbOu,1818.0,Claymore,8.0
302545,Yuyu-chan,28121.0,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,7.0
93503,twister,6399.0,Higashi no Eden: Falling Down,3.0
297652,biotek7,2418.0,Stranger: Mukou Hadan,8.0
360239,weetu,11741.0,Fate/Zero 2nd Season,7.0
553223,present_Namimori,9515.0,Highschool of the Dead: Drifters of the Dead,8.0
312736,ForeverLight11,940.0,Inukami!,9.0
353467,Kleys,1735.0,Naruto: Shippuuden,6.0
360208,ThisPeevedPanda,8074.0,Highschool of the Dead,10.0
366627,Clem,2514.0,Detective Conan OVA 04: Conan and Kid and Crystal Mother,8.0
991687,Oshee,4224.0,Toradora!,8.0
53670,Nyrana,14749.0,Ore no Kanojo to Osananajimi ga Shuraba Sugiru,8.0
1050013,AndrewMou,28701.0,Fate/stay night: Unlimited Blade Works 2nd Season,8.0
5631,Kitsumeda,41433.0,Akudama Drive,9.0
1087231,yobymmaS,14289.0,Suki tte Ii na yo.,9.0
351159,cr8zyamg,14175.0,Hanasaku Iroha Movie: Home Sweet Home,8.0
372606,Inushinde,23289.0,Gekkan Shoujo Nozaki-kun,6.0
40463,SLeeZeCoRe,498.0,Haja Taisei Dangaiou,6.0
365604,xKstar,12189.0,Hyouka,6.0
50894,uraharashaylla,1172.0,Slayers Try,10.0
445376,Topozera,48736.0,Sono Bisque Doll wa Koi wo Suru,9.0
9125,tetron,1675.0,Chou Robot Seimeitai Transformers Micron Densetsu,6.0
300255,jamstirj,4214.0,Rosario to Vampire Capu2,5.0
100210,Karinsan,146.0,Kono Minikuku mo Utsukushii Sekai,8.0
524073,penginkumo,2171.0,Detective Conan Movie 11: Jolly Roger in the Deep Azure,7.0
1076491,automaticjoy,464.0,One Piece Movie 06: Omatsuri Danshaku to Himitsu no Shima,7.0
924681,iNoobie,2961.0,Digimon Adventure Movie,9.0
1068759,ciri90,40815.0,Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,8.0
322005,abc33kr,12477.0,Sakasama no Patema,10.0
413907,stuart20,190.0,Love Hina Again,8.0
75111,blazze,468.0,Innocence,9.0
532589,ErrorSennin,22123.0,Inugami-san to Nekoyama-san,8.0
392382,nikolas_dmx,5279.0,Sekirei: Hajimete no Otsukai,1.0
443554,kurosaki-sama,9253.0,Steins;Gate,10.0
33092,Mateosz,1575.0,Code Geass: Hangyaku no Lelouch,8.0
408398,TchiKong,572.0,Kaze no Tani no Nausicaä,8.0
104432,Shiro-chan,9513.0,Beelzebub,8.0
484613,Danie_Mxh,5306.0,Tales of Symphonia The Animation: Tethe'alla-hen,8.0
315478,aria_san,934.0,Higurashi no Naku Koro ni,8.0
30635,SmashedTomato,4744.0,Akaneiro ni Somaru Saka,7.0
414813,AnchouS,3738.0,Usavich II,9.0
336669,Ploporio,16592.0,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,8.0
466002,raw2me,9656.0,Kimi ni Todoke 2nd Season,10.0
441226,xJuanx661,25719.0,"Futsuu no Joshikousei ga [Locodol] Yattemita.: Nagarekawa, Annai Shitemita.",6.0
58397,bungoman,1956.0,Ikkitousen: Dragon Destiny,7.0
20613,Gints,7540.0,Kurogane no Linebarrels Specials,5.0
17653,KonaKona4,2798.0,Hatsu Inu The Animation,6.0
472316,asg2k9,205.0,Samurai Champloo,7.0
62733,Int,22777.0,Dragon Ball Kai (2014),9.0
1105123,fierydeath,468.0,Innocence,8.0
558187,KJCSweetheart,1674.0,Captain Tsubasa J,9.0
419255,NinjaCat,6637.0,Higashi no Eden Movie II: Paradise Lost,7.0
32018,ThePuisiitis,4720.0,White Album,7.0
97718,Deathstars,355.0,Shakugan no Shana,9.0
477976,darkeisu,37210.0,Isekai Maou to Shoukan Shoujo no Dorei Majutsu,7.0
340376,voldemor,667.0,Kashimashi: Girl Meets Girl,10.0
1095035,paperfield,5212.0,Saimin Gakuen,6.0
302467,sanye,4063.0,Sekirei,9.0
565281,-Mitsukii,12189.0,Hyouka,7.0
483237,Apokaliptos,9958.0,Hayate no Gotoku! Heaven Is a Place on Earth,5.0
323107,AnimePrincess93,50002.0,Edens Zero 2nd Season,10.0
528453,Darkuit2396,34525.0,Centaur no Nayami,7.0
30481,ravemaster,990.0,Kamisama Kazoku,8.0
532589,ErrorSennin,7059.0,Black★Rock Shooter (OVA),9.0
404048,demon-brolly,38524.0,Shingeki no Kyojin Season 3 Part 2,10.0
443791,sushilui,164.0,Mononoke Hime,8.0
360227,EauxNoires,552.0,Digimon Adventure,7.0
434398,Drugzy,19.0,Monster,9.0
1116097,snoocete,121.0,Fullmetal Alchemist,7.0
74522,CeroSan,1033.0,Sennen Joyuu,10.0
351891,koshak,459.0,One Piece Movie 01,8.0
475279,Cloudenvy,12413.0,Jormungand,5.0
317041,WickedBear,10790.0,Kore wa Zombie desu ka? of the Dead,8.0
4420,abarero,696.0,Tenchi Muyou!,4.0
300101,Shmew,10456.0,Kyoukaisenjou no Horizon,8.0
368066,CrashaSkatilsa,1195.0,Zero no Tsukaima,8.0
77071,ultranim,2418.0,Stranger: Mukou Hadan,9.0
45239,Magical_Krystal,1887.0,Lucky☆Star,10.0
40662,Sasknot,22689.0,Terra Formars: Bugs 2-hen,8.0
487052,liquideath,9741.0,Nana to Kaoru,10.0
1077367,Guriri,25303.0,Haikyuu!! Lev Genzan!,8.0
440428,Yoinkur,1067.0,Kishin Houkou Demonbane (TV),7.0
409042,redbow,19363.0,Gin no Saji 2nd Season,8.0
339092,Twobeone,356.0,Fate/stay night,8.0
495320,Shurato-Sama,431.0,Howl no Ugoku Shiro,9.0
1124247,Spillyourguts,4365.0,"Hitou Meguri The Animation: Wakaokami, Rachiru",5.0
296087,DardDrak,18523.0,Senyuu. 2,7.0
71441,Kurumster,12403.0,Yuru Yuri♪♪,6.0
471606,chentai,2966.0,Ookami to Koushinryou,8.0
563839,TastesOfBurning,1118.0,Pokemon Movie 03: Kesshoutou no Teiou Entei,7.0
511669,Shizou,7593.0,Kiss x Sis (TV),10.0
26902,empero6,594.0,Naruto: Takigakure no Shitou - Ore ga Eiyuu Dattebayo!,10.0
983585,faye23,12531.0,Sakamichi no Apollon,8.0
9979,-Sora-,32281.0,Kimi no Na wa.,8.0
58760,Broomie,189.0,Love Hina,9.0
299791,Kilcock,1686.0,Bleach Movie 1: Memories of Nobody,8.0
998273,goldencrisis,3958.0,Kannagi,8.0
26264,Mountail,48569.0,86 Part 2,7.0
299955,Timma906,32.0,Neon Genesis Evangelion: The End of Evangelion,7.0
946459,NagaKing,27603.0,Jutaijima,6.0
15612,caiuss,13125.0,Shinsekai yori,9.0
523205,kyotofishx,193.0,Maburaho,7.0
307006,Yuki_Yume,195.0,Onegai☆Teacher,7.0
337799,tempter94,5680.0,K-On!,9.0
460573,caioshiramoto,18153.0,Kyoukai no Kanata,6.0
3694,MeganekkoGA,12505.0,C³: Rinkan Gakkou Confusion!,7.0
465273,Clarian,20903.0,Harmonie,6.0
526957,uneasyhearts,1535.0,Death Note,8.0
1123615,Reyel16,22535.0,Kiseijuu: Sei no Kakuritsu,10.0
441315,solarfirer,9330.0,Dragon Crisis!,7.0
472445,fiwne,6033.0,Dragon Ball Kai,10.0
60556,Ken34,4059.0,"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",8.0
556945,JAM3S,16642.0,Ane Koi: Suki Kirai Daisuki.,2.0
296447,hany0u,1604.0,Katekyo Hitman Reborn!,8.0
93589,Greatu,16732.0,Kiniro Mosaic,6.0
84371,Dollie-chan,2981.0,Chika Gentou Gekiga: Shoujo Tsubaki,4.0
418893,blackdragon1,466.0,One Piece: Taose! Kaizoku Ganzack,9.0
334287,Alchemis,20507.0,Noragami,9.0
365251,ferist,16592.0,Danganronpa: Kibou no Gakuen to Zetsubou no Koukousei The Animation,8.0
368533,nunchuk28,759.0,Tokyo Godfathers,7.0
500860,Ranmabaka,39720.0,Mu Wang Zhi Wang: Xuan Guan Si,7.0
564691,kouhee,14833.0,Maoyuu Maou Yuusha,8.0
323673,Arata_Artorias,19221.0,"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",9.0
383232,tommytanker36,235.0,Detective Conan,10.0
307663,ptmoto,41487.0,Tensei shitara Slime Datta Ken 2nd Season Part 2,9.0
588733,Deathhug,39017.0,Kyokou Suiri,7.0
115058,cutelightangel,9911.0,Houkago no Pleiades,6.0
30394,Kawaiikitsune06,226.0,Elfen Lied,8.0
291248,Anakin1981,31580.0,Ajin,4.0
361859,Scuzzash,824.0,Guardian Hearts,8.0
419429,Servish,1686.0,Bleach Movie 1: Memories of Nobody,7.0
360062,anime_ame,743.0,Umi ga Kikoeru,7.0
1078,Puvi2Groovy,1531.0,Shakugan no Shana: Koi to Onsen no Kougai Gakushuu!,6.0
76836,Perposterone,974.0,Dead Leaves,6.0
380751,iLuffy,6746.0,Durarara!!,8.0
363965,purgatorio,1117.0,Pokemon Movie 02: Maboroshi no Pokemon Lugia Bakutan,10.0
109262,youpko,6637.0,Higashi no Eden Movie II: Paradise Lost,9.0
25005,MunaDrake,2963.0,Minami-ke,8.0
372563,sloth_77,6895.0,Hakuouki,9.0
403117,IntroverTurtle,16508.0,Ebiten: Kouritsu Ebisugawa Koukou Tenmonbu Specials,5.0
551135,Aksurai,934.0,Higurashi no Naku Koro ni,8.0
298429,Waffo-chan,3958.0,Kannagi,9.0
346158,Maki_Takanashi,1861.0,Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,7.0
339764,RockBook,269.0,Bleach,7.0
733491,nate-ripper,32189.0,Danganronpa 3: The End of Kibougamine Gakuen - Mirai-hen,8.0
87952,Midoriko,1887.0,Lucky☆Star,9.0
390146,eIGato,3011.0,Yotsunoha,5.0
515127,ShiroKado,534.0,Slayers,9.0
335737,Bazilko,10495.0,Yuru Yuri,7.0
1063647,genetic_crisis,8675.0,Seitokai Yakuindomo,7.0
22781,wabaliuz,31821.0,Arslan Senki (TV): Fuujin Ranbu,8.0
109434,Crystallize,694.0,Canvas 2: Nijiiro no Sketch,7.0
469539,Alionus,2025.0,Darker than Black: Kuro no Keiyakusha,10.0
26434,Protodude,3785.0,Evangelion: 3.0 You Can (Not) Redo,6.0
114081,Tsuku,430.0,Fullmetal Alchemist: The Conqueror of Shamballa,8.0
418027,Nightelf,2993.0,Rosario to Vampire,5.0
352024,kreationkaze,1051.0,Ao no 6-gou,9.0
439663,Pretentiousjerk,12413.0,Jormungand,7.0
322956,BurritoSabroso,6033.0,Dragon Ball Kai,7.0
411135,Sh-,35608.0,Chuunibyou demo Koi ga Shitai! Movie: Take On Me,8.0
56159,animeari,249.0,InuYasha,8.0
39261,perfidiouspal,3015.0,Ginga Eiyuu Densetsu Gaiden: Ougon no Tsubasa,5.0
405288,cutcutcut,1689.0,Byousoku 5 Centimeter,4.0
67482,dragonflashgod,881.0,Green Green OVA,6.0
27667,J0nTheKnight,5680.0,K-On!,7.0
551093,SilverwingHD,34280.0,Gamers!,9.0
15576,pulse_wriggling,584.0,Noein: Mou Hitori no Kimi e,9.0
382182,yorishimo-san,10456.0,Kyoukaisenjou no Horizon,7.0
404884,Bobsuma,12549.0,"Dakara Boku wa, H ga Dekinai.",7.0
302152,LucreciaLeVrai,23319.0,"Suisei no Gargantia: Meguru Kouro, Haruka",6.0
87501,Joeeater,4789.0,ef: A Tale of Melodies.,10.0
505858,vidlex,6045.0,Kimi ni Todoke,8.0
440479,randomizer89,7627.0,Mitsudomoe,9.0
548179,KellShine,5630.0,Higashi no Eden,8.0
46508,domthebomb,468.0,Innocence,8.0
386648,ghengix,21405.0,Bokura wa Minna Kawai-sou,7.0
292001,EthosDiscordia,9563.0,Hidamari Sketch x ☆☆☆ Specials,8.0
344650,majr,551.0,Grappler Baki: Saidai Tournament-hen,8.0
464934,thendverse,2476.0,School Days,6.0
319410,piikopoko,2962.0,Digimon Adventure 02 Movies,8.0
4351,murunchan,28607.0,Hetalia: The World Twinkle,6.0
386861,euroman,14813.0,Yahari Ore no Seishun Love Comedy wa Machigatteiru.,9.0
728213,newcommandment,467.0,Koukaku Kidoutai: Stand Alone Complex,5.0
464374,nrub02,1965.0,Sola,10.0
20391,KC_Wraith,1570.0,Happiness!,4.0
489705,bocchan_,10620.0,Mirai Nikki (TV),8.0
532703,mikeylovesharuna,72.0,Full Metal Panic? Fumoffu,10.0
44597,Ffenixz,1836.0,Shuffle! Memories,7.0
340109,HalfCat,4833.0,Esper Bishoujo Manami,7.0
119177,Rick-san,5081.0,Bakemonogatari,9.0
2775,spyderverr,150.0,Blood+,10.0
357459,SoullessKeeper,14829.0,Fate/kaleid liner Prisma☆Illya,5.0
998589,at4nas,2904.0,Code Geass: Hangyaku no Lelouch R2,9.0
421641,Crackers,36862.0,Made in Abyss Movie 3: Fukaki Tamashii no Reimei,9.0
91037,EmikoHime,849.0,Suzumiya Haruhi no Yuuutsu,8.0
515175,bloody_venus,37902.0,One Piece: Episode of Sorajima,6.0
473147,ChiipZi,14967.0,Boku wa Tomodachi ga Sukunai Next,7.0
358333,gamerguy50,10020.0,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,9.0
536117,videlreyes,138.0,Hunter x Hunter: Greed Island,7.0
79405,Faz7,28907.0,"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",6.0
506365,gogathejedi,227.0,FLCL,10.0
368649,RyuuAme,853.0,Ouran Koukou Host Club,9.0
326339,funga,237.0,Koukyoushihen Eureka Seven,8.0
421961,-do_ob-,31964.0,Boku no Hero Academia,10.0
405142,NhoLord,11887.0,Kokoro Connect,6.0
327112,HebrewLad,6773.0,Shakugan no Shana III (Final),8.0
29892,ironfrost,345.0,Eikoku Koi Monogatari Emma,10.0
27028,Tii__,1033.0,Sennen Joyuu,8.0
542467,Potatoboy27,2129.0,True Tears,8.0
90785,wc_duck,920.0,Nurse Witch Komugi-chan Magikarte Special,7.0
294059,Evi_Onna,4752.0,Vampire Knight Guilty,7.0
108683,Otrin,3503.0,Kanokon,8.0
352498,Zereges,42916.0,Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,9.0
805785,IM5D,71.0,Full Metal Panic!,7.0
1098321,NoobHunterD,15689.0,Nekomonogatari: Kuro,9.0
16460,DKBlight,442.0,Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,7.0
116397,sordos,919.0,Ray The Animation,7.0
305418,Oruga,32935.0,Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,9.0
462329,nossajorge,41710.0,Genjitsu Shugi Yuusha no Oukoku Saikenki,3.0
22059,Edward_IV,990.0,Kamisama Kazoku,7.0
96251,SheikPedro,1592.0,Hataraki Man,5.0
307482,Fintlook,33456.0,Fate/kaleid liner Prisma☆Illya 3rei!! Specials,5.0
302092,Seaice,164.0,Mononoke Hime,8.0
450974,ShoukaSeikyo,5630.0,Higashi no Eden,10.0
502496,SandraLicht,1034.0,Ouritsu Uchuugun: Honneamise no Tsubasa,5.0
1122553,KuroBaraHime777,901.0,"Dragon Ball Z Movie 08: Moetsukiro!! Nessen, Ressen, Chougekisen",7.0
503403,syangjp,6115.0,Lupin III vs. Detective Conan,9.0
58900,Zarrocc,32083.0,Luck & Logic,7.0
60299,SensesFail,63.0,DearS,7.0
510769,white_rabbbit,32039.0,Show By Rock!! Short!!,6.0
89940,Lil_Dragon,40540.0,Sword Art Online: Alicization - War of Underworld 2nd Season,9.0
33718,Neko_Mimi_Mode,9201.0,Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,4.0
332231,Kawaii_Neko_Nyaa,32899.0,Watashi ga Motete Dousunda,7.0
15671,kakava,279.0,Kyougoku Natsuhiko: Kousetsu Hyaku Monogatari,8.0
1067261,zxyn,10884.0,Saki Achiga-hen: Episode of Side-A,3.0
53838,ChocoEllis,18247.0,IS: Infinite Stratos 2,6.0
39858,Slasher,24655.0,Date A Live Movie: Mayuri Judgment,6.0
818393,icameinabox,49918.0,Boku no Hero Academia 6th Season,8.0
58049,blanchimont,38000.0,Kimetsu no Yaiba,10.0
536693,geminide,28851.0,Koe no Katachi,9.0
3106,Siing,2964.0,Blue Drop: Tenshi-tachi no Gikyoku,5.0
84024,lzumi-chan,1889.0,Higurashi no Naku Koro ni Kai,9.0
496152,Brandtner,30363.0,Shinmai Maou no Testament Burst,6.0
609473,WishIWasAzn,10408.0,Hotarubi no Mori e,9.0
2116,Segata,490.0,Paniponi Dash!,10.0
309187,Wiz_Kaleb,17397.0,Cyclops Shoujo Saipuu,6.0
118694,LaAmaya,586.0,Ayakashi: Japanese Classic Horror,9.0
515453,MrPigMan,9253.0,Steins;Gate,10.0
31428,Spawwvy,41168.0,Nakitai Watashi wa Neko wo Kaburu,4.0
20086,Chocobo115,1922.0,Urusei Yatsura Movie 3: Remember My Love,9.0
448280,Miippa,120.0,Fruits Basket,6.0
10300,Ravenhood,450.0,InuYasha Movie 2: Kagami no Naka no Mugenjo,7.0
16934,NewtypeSEED,1530.0,Kanon (2006),9.0
369379,RESHFF,2952.0,Final Fantasy VII: Advent Children Complete,10.0
79075,mitchoman,22385.0,a_caFe,3.0
66424,DostKayaoglu,35849.0,Darling in the FranXX,3.0
336385,AnalysisRR,16934.0,Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,7.0
29862,Levi,2104.0,Seto no Hanayome,7.0
379063,ge_standards,4106.0,Trigun: Badlands Rumble,9.0
988987,katamuro,89.0,Kidou Senshi Victory Gundam,6.0
484320,spiffykid101,2238.0,Fuyu no Semi,9.0
106178,byam,3549.0,Allison to Lillia,10.0
370637,AlexiaLee,8339.0,Kachou no Koi,6.0
86259,Elementpain,3791.0,Air Gear Special,8.0
88374,hung241091,31043.0,Boku dake ga Inai Machi,9.0
346512,dodoraemon,38735.0,7 Seeds,7.0
83207,syncere,481.0,Yu☆Gi☆Oh! Duel Monsters,7.0
485742,crazyhidra,7088.0,Ichiban Ushiro no Daimaou,8.0
1110547,hadassawp,256.0,Hoshi no Koe,7.0
853151,Trans-kun,79.0,Shuffle!,7.0
1113005,xenothium,21557.0,Omoide no Marnie,7.0
2569,InNeR_dEmOn258,20457.0,"Inari, Konkon, Koi Iroha.",7.0
811997,M-A-K,223.0,Dragon Ball,8.0
408707,HeSanaL,24415.0,Kuroko no Basket 3rd Season,9.0
323231,Reshdazer,10152.0,Kimi ni Todoke: Kataomoi,7.0
343852,RineeSerafin,92.0,Kidou Shinseiki Gundam X,7.0
709183,The_brain,770.0,Pale Cocoon,7.0
103108,Ozakawa,23289.0,Gekkan Shoujo Nozaki-kun,10.0
